"Layover.com", "United States, PA, Lancaster", "2006"
"Lazard Asset Management", "United States, New York, New York", "2007"
"Lead Revolution Inc", "Canada, B.C., Vancouver", "2004"
"Leading European Brand", "United Kingdom, Hampshire, Portsmouth", "2010"
"Leading Information Solution Provider", "United States, California, Los Angeles", "2008"
"Leading Information Solution provider", "United States, NY, New York", "2008"
"Leading Online Advertising organization", "United States, WA, Seattle", "2007"
"Leading Search Engine Marketing / Search Engine Optimization Firm", "United States, IL, Chicago", "2007"
"Leading Search Engine/Internet Company", "United States, NY, New York", "2007"
"Leading in the Semiconductor Industry", "United States, CA, San Jose", "2006"
"Leading integrated financial services company", "Germany, Munich / München", "2007"
"Leadpile", "United States, Arizona, Phoenix", "2011"
"LeapFrog Systems", "Boston, MA", "2012"
"LeasingBørsen.dk", "Denmark, Copenhagen", "2011"
"Legacy.com", "Naperville, IL, United States", "2013"
"Lekha, Inc", "United States, CA, Southern California", "2006"
"Lemcon Networks", "Brazil, Barra da Tijuca, Rio De Janeiro", "2009"
"Lenmar consulting", "United States, NJ, Jersey City", "2008"
"Leon Bene Consulting", "United States, CA, Petaluma", "2004"
"Leostream", "United States, MA, Waltham", "2008"
"Letsrecruit.com", "United Kingdom, London, London", "2005"
"Level 9 Digital", "United States, FL, Miami", "2010"
"Level Acuity, LLC", "United States, CA, San Francisco", "2004"
"Level Acuity, LLC - Perl Programmer Staffing & Projects", "United States, New York, Manhattan, New York (212)", "2004"
"Level One Technologies", "United States, MO, St Louis", "2004"
"LevelBET Ltd", "Argentina, Buenos Aires", "2004"
"Levi, Ray & Shoup, Inc.", "United States, Kansas, Lenexa", "2007"
"Levy", "Netherlands, Utrecht", "2007"
"Levy Associates", "Netherlands, Utrecht", "2007"
"Lexblog", "United States, WA, Seatlle", "2009"
"Lexis-Nexis", "United States, Florida, Boca Raton", "2010"
"Liaison International", "United States, MA, Watertown", "2012"
"Liaison International, Inc.", "United States, MA, Watertown", "2009"
"Liaison International, LLC", "Watertown, MA, United States", "2012"
"LibLime", "United States", "2008"
"Libertarian Party of Pennsylvania", "Philadelphia, Washington DC, USA", "2012"
"Liberty", "Wilmington, DE", "2012"
"Liberty Personnel", "Bensalem, PA 19020", "2013"
"Libertyjobs", "Claymont, DE", "2012"
"Lieberman Software Corporation", "United States, CA, Beverly Hills", "2004"
"Lifetree Convergence Limited", "India, Karnataka, Bangalore", "2004"
"LightSpeed Technology Group", "Chapel Hill, NC", "2012"
"Like.com", "United States, CA, San Mateo", "2009"
"Likeminds Digital Solutions Pty Ltd", "Australia, NSW, Sydney (Lower Blue Mountains)", "2003"
"Limbic Systems, Inc.", "United States, MD, Rockville", "2002"
"Lincoln Bay", "United States, Washington, Seattle", "2006"
"LincolnBay", "98104, WA, Seattle", "2006"
"Lindahl Search & Selection ApS", "Danmark, København K", "2006"
"Line 6", "United States, CA, Agoura Hills", "2005"
"Line 6, Inc.", "United States, CA, Calabasas", "2008"
"Linear G internet solutions", "Australia, NSW, Lismore", "2006"
"Link Recruitment, Melbourne", "Australia, Victoria, Melbourne", "2006"
"Link-Assistant.Com", "Belarus, Minsk", "2007"
"LinkExperts, Inc.", "United States, NY, New York", "2008"
"Links Technolgoy", "United States, IL, Chicago", "2003"
"Links Technology Solutions, Inc.", "United States, Arizona, Scottsdale", "2004"
"Linux Lancers Deutschland", "The Netherlands, Amsterdam", "2009"
"Linux Mall Brasil LTDA", "Brasil, SP, Sao Paulo", "2006"
"Linuxwebnet.com", "United States, Maryland, Baltimore", "2002"
"Lions Bay Media Inc.", "North Vancouver, BC", "2013"
"Liquid Web Inc", "United States, MI, Lansing", "2007"
"Liquid Web Inc.", "United States, MI, Lansing", "2012"
"LiquidPixels, Inc.", "United States, MA, Bedford", "2007"
"Liquidity Services", "United States, DC, Washington", "2009"
"Liquidity Services - An Ecommerce Company", "DC, WASHINGTON", "2010"
"Liquidity Services Inc.", "United States, DC, Washington", "2010"
"Liquidity Services, Inc.", "United States, DC, Washington", "2011"
"Liquidity Services, inc", "United States, Washington DC, Washington DC", "2006"
"ListMarketer Software, Inc.", "Cottonwood Heights, UT, United States", "2011"
"LiteBreeze, Inc.", "India, Kerala, Cochin", "2004"
"Litelogic", "Ireland, Limerick", "2008"
"Litelogic LTD", "United Kingdom, London, London", "2008"
"Litelogic Ltd", "United Kingdom, London", "2007"
"Litelogic Ltd.", "United Kingdom, London, London", "2007"
"Literal", "Slovenia, Ljubljana", "2005"
"Live Nation Enterainment/ Ticketmaster", "USA, Ca, Hollywood", "2011"
"Live Nation Entertainment", "United States, Ca, Hollywood", "2011"
"Live Nation Entertainment - Ticketmaster", "Hollywood, Los Angeles, CA, USA", "2012"
"Live Nation Entertainment / Ticketmaster", "United States, Ca, Hollywood", "2011"
"Live Nation Entertainment \ Ticketmaster", "United States, CA, Hollywood", "2011"
"Live Nation Entertainment \ Ticketmster", "United States, Ca, Hollywood", "2011"
"Live Nation Entertainment/ Ticketmaster", "USA, CA, Hollywood", "2011"
"Live365", "United States, CA, Foster City", "2006"
"Live365, Inc.", "94404, CA, Foster City", "2005"
"LiveBlock Auctions International", "Regina, Saskatchewan, Canada", "2012"
"LiveOps", "United States, CA, Santa Clara", "2010"
"LiveOps, Inc", "United States, CA, Santa Clara", "2010"
"LiveText", "IL, LaGrange", "2010"
"LiveText Inc", "United States, IL, Chicago (LaGrange)", "2006"
"LiveText Inc.", "United States, Illinois, LaGrange", "2006"
"LiveText, Inc.", "United States, IL, Chicago", "2012"
"LiveVox", "United States, California, San Francisco", "2007"
"LiveWire Mobile", "United States, MA, Littleton", "2008"
"Liveops", "United States, CA, Santa Clara", "2010"
"LivingDigest, Inc.", "United States, CA, San Francisco", "2004"
"Local-I", "United States, NY, New York", "2005"
"LocalNet Corporation", "Williamsville, NY", "2012"
"Lodestar Consulting, LLC", "United States, PA, Philadelphia", "2007"
"LodgeNet-StayOnline, Inc.", "United States, Georgia, Atlanta", "2007"
"Loehr Technologies, Inc.", "United States, CO, Colorado Springs", "2005"
"Log-On", "Israel, Tel-Aviv", "2009"
"LogLogic, Inc.", "United States, CA, San Jose", "2008"
"LogSearch.com", "United States, IL, Chicago", "2003"
"Logic Technology, Inc.", "Cincinnati, OH", "2012"
"LogicNow LTD", "United Kingdom, Essex, Brentwood", "2005"
"Logicmerc", "United States, IL, Chicago", "2007"
"Logitech", "Newark, CA", "2012"
"Logitech, Inc.", "United States, WA, Camas ", "2011"
"Logitech/SLim Devices", "United States, CA, San Jose", "2007"
"Logitech/Slim Devices", "United States, California, Mountain View", "2007"
"Lok Technology", "United States, CA, San Jose", "2007"
"Lok Technology, Inc.", "United States, Florida, Vero Beach", "2005"
"Lokku", "United Kingdom, Central London", "2013"
"London Music Thing", "United Kingdom, London, London", "2006"
"London School of Economics and Political Science", "United Kingdom, London, London", "2008"
"London South Bank University/Thames Computer Services", "United Kingdom, Central London, London", "2010"
"Lone Star Internet, Inc.", "United States, Texas, Austin", "2008"
"Lone Star Software", "Any, Any, Any", "2005"
"Longitude, Inc.", "United States, NY, New York City", "2002"
"Look Communications", "Canada, Québec, Montréal", "2005"
"LookSmart", "United States, CA, San Francisco", "2013"
"LookSmart Canada", "Waterloo, Ontario, Canada", "2011"
"Loop One Inc.", "United States, Texas, Austin", "2007"
"Los Alamos National Laboratory", "United States, New Mexico, Los Alamos", "2012"
"Los Alamos National Laboratory (LANL)", "Los Alamos, NM", "2012"
"Los Alamos National Labs, Influenza Project", "United States, NM, Los Alamos", "2007"
"Los Angeles County Office of Education", "United States, California, Downey", "2006"
"Loudstream", "Australia, VIC, Melbourne", "2003"
"Loudstream FM", "Canada, ON, London", "2003"
"Lovefilm International", "United Kingdom, London", "2007"
"Loyal Source", "United States, New York, New York", "2008"
"Lucas Group", "United States, NY, New York", "2006"
"Lucas partnerships", "United States, Texas, Dallas", "2002"
"LucasFilm", "United States, CA, San Rafael", "2004"
"Lucidoc Corporation", "United States, WA, Redmond", "2012"
"Luibh.com", "Ireland, Belfast", "2003"
"Lyris Technologies, Inc.", "United States, CA, Berkeley", "2003"
"M&T Bank", "United States, NY, Buffalo", "2007"
"M.D. Web Solutions", "Tampa, FL", "2011"
"M2 Media Group", "Stamford, CT, United States", "2011"
"MAD Partners Ltd", "Maidenhead, United Kingdom", "2011"
"MAP Staffing Solutions Group", "New York, NY, USA", "2013"
"MAP Staffing Solutions group", "NJ, Jersey City", "2009"
"MBA Michael Bailey Associates GmbH", "Germany, Bavaria, Munich", "2009"
"MBalance", "Netherlands, Noord Holland, Amsterdam", "2004"
"MCG", "United States, Mo, Kansas City ", "2008"
"MCI", "Austria, -, Innsbruck", "2003"
"MCSi", "United States, OH, Dayton", "2003"
"MDA Information Systems Inc", "Gaithersburg, MD", "2012"
"MDA Information Systems, Inc.", "United States, MD, Gaithersburg", "2010"
"MECS", "United Kingdom, London", "2008"
"MECS EUROPE", "London", "2007"
"MECS Europe", "United Kingdom, London", "2009"
"MEN Media", "United Kingdom, Manchester, Oldham", "2010"
"MFM Software, Inc.", "United States, OH, Cincinnati", "2005"
"MIS Web Design Ltd.", "England, United Kingdom, Yorkshire", "2008"
"MISource Inc.", "United States, Florida, Boca Raton", "2011"
"MKDoc Ltd", "United Kingdom, Sheffield", "2004"
"MLB Advanced Media", "United States, NY, New York", "2005"
"MMAH", "United States, MD, Silver Spring", "2010"
"MMW International", "CA, San Francisco", "2007"
"MNC", "India, Maharashtra, Pune", "2007"
"MNX Solutions", "United States, MI, Monroe", "2007"
"MOB", "Australia, NSW, Sydney", "2009"
"MODIS", "USA, FL, Sunrise", "2011"
"MOST Performance Improvement", "United States, PA, Doylestown", "2004"
"MPC", "United Kingdom, London, London", "2008"
"MPH", "United States, CA, San Carlos", "2005"
"MPR Sistemas S.A.", "Venezuela, DF, Caracas", "2005"
"MRI", "United States, MI, Grand Rapids", "2007"
"MRI   Orange County New York", "Mid-Hudson Valley New York", "2012"
"MRI  ORANGE COUNTY NY", "MID-HUDSON VALLEY NEW YORK", "2012"
"MRI Client", "United States, New York, New York", "2008"
"MRI ORANGE COUNTY NY", "United States, NY, GREENWOOD LAKE", "2010"
"MRI Orange County NY", "United States, NY, Greenwood Lake ", "2012"
"MSys", "United States, NY, New York", "2010"
"MULTINATIONAL COMPANY", "INIDA, KERALA, TRIVANDRUM / KOCHI", "2007"
"MUSICMATCH", "United States, California, San Diego", "2003"
"MacNexus", "United States, CA, Sacramento", "2007"
"Mackey & Tanner", "United States, Tx, Houston", "2009"
"MacroElite Corp.", "Canada, Manitoba, Winnipeg", "2007"
"Madberry.com", "United States, NH, Durham", "2010"
"Madbury Web Development Ventures", "United States, NH, Durham", "2009"
"Madden Advertising", "Australia, Queensland, Brisbane", "2008"
"Magazine Subscription Cheap", "United States, California, Los Angeles", "2005"
"Magazine Subscriptions", "California, Los Angeles", "2005"
"Magazines.com", "United States, TN, Franklin", "2011"
"Magazines.com, LLC", "United States, TN, Franklin", "2010"
"Magenta ApS", "Denmark, Copenhagen", "2005"
"Magnify", "New York, NY", "2012"
"Magnify.net", "United States, NY, New York", "2013"
"Magrathea Technologies", "Australia, QLD, South Brisbane", "2002"
"Mail.Ru Group", "Moscow, Russia", "2012"
"MailChannels", "Canada, BC, Vancouver", "2010"
"MailChannels Corporation", "Canada, BC, Vancouver", "2007"
"Maine Historical Society", "United States, Maine, Portland", "2007"
"Mainz Brady Group", "OR, Portland", "2010"
"Major Financial Firm", "United States, NY, New York", "2008"
"Major Financial Services Firm", "United States, NY, New York", "2010"
"Major Investment Bank", "United States, NY/NJ, New York City and Jersey City", "2008"
"Major Investment Firm", "Canada, Ontario, Toronto", "2008"
"Major League Baseball", "United States, NY, New York", "2002"
"Major League Baseball Advanced Media", "United States, New York, New York", "2006"
"Major NYC Firm", "United States, NY, NYC", "2007"
"Major Online Marketing Firm", "United States, NY, New York", "2010"
"Major Publishing company", "United States, NY, Port Washington", "2008"
"Major investment bank", "United States, NY, New York", "2007"
"Majoris Systems Pvt Ltd.", "India, Karnataka, Bangalore", "2004"
"Make Corporation", "United States, IL, Chicago", "2002"
"MakePerl.com", "Ukraine, Dniepropetrovsk", "2005"
"Mamta LLC", "United States, NY, New York", "2008"
"Man Jimnz", "Worldwide, Worldwide, Worldwide", "2009"
"Managaement Recruiters of Orange County NY Inc.", "Undefined", "2011"
"Manheim Auctions", "United Kingdom, West Yorkshire, LEEDS", "2009"
"Manhunt Enterprises", "India, Maharashtra, Pune", "2003"
"Manpower", "United States, North Carolina, Durham", "2007"
"Manpower Professional", "United States, MI, Traverse City", "2006"
"Manta Media, Inc", "United States, Ohio, Westerville", "2009"
"ManyOne Networks", "United States, CA, San Mateo/San Jose/Scotts Valley", "2003"
"Marc's Webdesign", "United States, New Jersey", "2002"
"Marchex", "United States, WA, Seattle", "2012"
"Marchex Inc.", "United States, WA, Seattle", "2010"
"Marclin Group", "United States, CA, Near LAX", "2004"
"Marigold Technolgies", "United States, NY, New York", "2002"
"Marigold Technologies, LLC", "United States, NY, New York City", "2004"
"Marine Corps Community Services", "United States, VA, Quantico", "2007"
"Mark 4 Technologies", "Tulsa, OK, USA", "2011"
"Mark Jones (independent contractor)", "United States, TX, San Antonio", "2002"
"Mark Lewis, Inc", "United States, Illinois, chicago", "2004"
"Mark Monitor", "United States, Maryland, Germantown", "2006"
"Market Leading ISP", "United Kingdom, Nottinghamshire, Nottingham", "2008"
"Market Leading International Ecommerce Site", "United Kingdom, Hampshire, Fareham", "2010"
"Market Leading Online Brand", "Portsmouth, United Kingdom", "2011"
"Market Leading Software House", "United Kingdom, London", "2005"
"Market Sentinel", "United Kingdom, London", "2006"
"Market Strategies, Inc.", "United States, MI, Livonia", "2005"
"Marketing Company", "United States, Western/Central US, Anywhere", "2011"
"Marketinggenius.com", "United States, CA, San Mateo", "2005"
"Markus Allen", "United States, PA, West Chester", "2002"
"Marlabs Inc", "IL, Chicago", "2010"
"Marlabs Software", "India, Karnataka, Bangalore", "2007"
"Marriotts Recruitment", "United Kingdom, Berkshire, Reading", "2006"
"Marshall-Wilkins", "United Kingdom, Oxfordshire, Oxford", "2005"
"Mascon Global", "United States, IL, Schaumburg", "2006"
"Mason Concepts", "United States, CA, Mountain View", "2009"
"Mason Consulting", "Docklands, London", "2005"
"Mason soft LLC", "Undefined", "2009"
"Massachusetts General Hospital", "United States, MA, Cambridge", "2002"
"Masterfile Corporation", "Canada, Ontario, Toronto", "2007"
"Masters & Associates", "United States, CA, Palo Alto", "2007"
"Mate1.com Inc", "Canada, Quebec, Montreal", "2007"
"Mate1.com, Inc.", "Canada, Quebec, Montreal", "2006"
"Matrix Resources", "United States, TX, Dallas", "2009"
"Max-Planck-Institut für molekulare Genetik", "Germany, Berlin", "2005"
"MaxMind, Inc.", "United States, Waltham, MA", "2013"
"Maxim Integrated Products", "United States, CA, Sunnyvale", "2011"
"Maya Control", "Romania, Bucuresti, etc.", "2005"
"Mayfield Curzon Associates", "United Kingdom, England, North Yorkshire, Harrogate", "2006"
"McClatchy Interactive", "United States, NC, Raleigh", "2007"
"McGarryBowen/Dentsu LABS Group", "United States, NY, New York", "2010"
"McGregor Boyall Associates", "London, UK", "2012"
"McGregor-Boyall", "London, London", "2009"
"McKesson", "YSA, WA, Seattle", "2010"
"McKinzie Assoc.", "United States, Missouri, St. Louis", "2003"
"MechanicNet Group", "Pleasanton, CA", "2012"
"MechanicNet Group, Inc.", "United States, CA, Pleasanton", "2009"
"MedAbiliti Software Incorporated", "United States, New York, New York", "2002"
"MedStar", "United States, MD, Baltimore", "2007"
"MedWeb", "United States, CA, San Francisco", "2010"
"Media", "United Kingdom, London, Central London", "2009"
"Media Client", "United Kingdom, Manchester", "2007"
"Media Matters", "United States, DC, Washington", "2006"
"Media Matters for America", "United States, DC, Washington", "2011"
"Media Mattters", "United States, DC, Washington", "2006"
"Media Shower", "Telecommute", "2012"
"Media Temple", "United States, CA, Culver City", "2011"
"MediaDirect2000", "United States, ca, Calabasas", "2002"
"MediaMath", "United States, NY, New York", "2011"
"MediaTemple", "United States, CA, Los Angeles", "2010"
"Mediaflex AS", "Norway, Oslo", "2005"
"Medialogik Inc", "Canada, BC, Vancouver", "2004"
"Mediamente SRL", "Italy, Piemonte, Turin (Torino)", "2011"
"Mediatech Internet Inc.", "Canada, BC, Vancouver", "2004"
"Medical Software firm", "United States, MD, Bethesda", "2005"
"Medical University of South Carolina", "United States, SC, Charleston", "2005"
"Medicore Corporation", "India, Karnataka, Bangalore", "2009"
"Medikin Incorporated", "United States, New York, New York", "2008"
"Medium Size Financial Company", "New York, NY, USA", "2013"
"Mednav", "United States, Massachusetts, Wakefield", "2001"
"Medoc", "Nottingham, UK", "2013"
"Mega E-Services Pvt. Ltd.", "India, Maharshtra, Mumbai", "2005"
"MegaForce LLC", "United States, WI, Madison", "2006"
"Mercator IT", "United Kingdom, London", "2012"
"Mercator IT Solutions", "United Kingdom, Chichester", "2011"
"Mercator IT Solutions LTD", "London, England", "2012"
"Mercator IT Solutions Ltd", "United Kingdom, London", "2007"
"Merchantcentral", "United States, Fl, West Palm Beach", "2001"
"Merit Network", "48104, MI, Ann Arbor", "2010"
"Message Logix", "United States, New York, White Plains", "2007"
"Message Systems", "United States, MD, Columbia", "2009"
"Message Systems, Inc.", "United States, MD, Columbia", "2008"
"MessageLabs", "United Kingdom, Gloucestershire, Gloucester", "2006"
"MessageLabs UK", "United Kingdom, Gloucestershire, UK, Gloucester / Bristol", "2006"
"Messaglabs", "United Kingdom, Gloucester", "2007"
"MetaCarta, Inc.", "United States, MA, Cambridge", "2001"
"Metarhythm, Inc.", "United States, NY, Midtown New York", "2006"
"Metatron Technology Consulting", "United States, WA, Chelan", "2007"
"Meteorologisk institutt", "Oslo, Norway", "2013"
"Michael Bailey Associates", "Belgium", "2012"
"Michael C. Fina", "Long Island City, Queens, NY, USA", "2013"
"Michael C. Fina Company", "United States, NY, Long Island City", "2008"
"Michigan State University", "United States, MI, East Lansing", "2010"
"MicroAgility", "United States, New Jersey, Mt. Laurel", "2009"
"Microcom", "United Kingdom, London", "2007"
"Micron Technology Inc.", "United States, VA, Manassas", "2010"
"Microoffice ", "Undefined", "2010"
"Microstar", "U.S., FL, Tampa", "2003"
"Midland Search Partners", "United States, NY, Manhattan", "2009"
"Midwest Consulting Group", "Dallas, TX", "2012"
"Midwestern University", "United States, Illinois, Downers Grove", "2009"
"Migvan Effect", "Israel, Sderot", "2006"
"Millennium Concepts INC", "United States, New Jersey, Jersey City or Somerset", "2008"
"Millennium Consulting", "United States, Maine, Portland", "2004"
"Millennium Personnel Ltd", "United Kingdom, London", "2006"
"Millions Forever, LLC", "United States, Tennenesse, Memphis", "2010"
"Mimecast", "England , London, Kings Cross, London", "2010"
"Mimox Kft", "Hungary, Budapest", "2008"
"Mimox Ltd", "Hungary, Budapest", "2009"
"Mind-X Solutions Sdn Bhd", "Malaysia, Malaysia, Cyberjaya", "2004"
"MindSeekers", "United States, WA, Bellevue", "2001"
"MindSource", "CA, Mountain View", "2008"
"MindSource Inc.", "United States, CA, Mountain View", "2004"
"MindSource Software Engineers", "United States, CA, San Jose", "2003"
"MindSource, Inc.", "United States, CA, Mt. View", "2003"
"Mindbrix", "United States, TX, Keller/Fort Worth", "2008"
"Mindcast", "United States, WA, Mill Creek", "2006"
"Mindcast Software", "United States, Washington, Mill Creek", "2008"
"Mindcast Software (Recruiting Agency)", "United States, MI, Farmington Hills", "2004"
"Mindimage", "United States, ID, Boise", "2007"
"MindsIsland", "United States, NY, New York", "2002"
"Mindshare Interactive Campaigns", "United States, MA, Boston", "2006"
"Mindsource", "United States, California, San Jose,", "2006"
"Mindsource, Inc.", "United States, CA, San Jose", "2002"
"Mindworx People", "Australia, Queensland, Brisbane", "2006"
"Minek Inc.", "Canada, BC, Vancouver", "2006"
"Mintlab B.V.", "Amsterdam, Netherlands", "2012"
"MiraLink", "United States, Oregon, Portland", "2005"
"MiraLink corporation", "United States, OR, Portland", "2007"
"Mirabeau", "The Netherlands, Amsterdam", "2006"
"Miranet", "United States, California, San Jose", "2004"
"Miranet, Inc.", "United States, CA, San Francisco", "2007"
"Misys/Payerpath", "Tx, Austin", "2006"
"Mitchell Martin", "Baltimore, MD", "2013"
"Mitchell Martin Inc.", "United States, IL, Chicago", "2012"
"Mitchell/Martin Inc.", "United States, IL, Chicago", "2009"
"MoMac", "Netherlands, Zuid, Rotterdam", "2008"
"MoMac B.V.", "Netherlands, Rotterdam", "2006"
"MoMac bv", "The Netherlands/United Kingdom, Rotterdam/London", "2007"
"Mobile Content Provider", "United Kingdom, London", "2007"
"Mobile Watermark GmbH", "Germany, Schleswig-Holstein, Ahrensburg", "2005"
"Mobilito Media", "United States, IL, Chicago (Bucktown)", "2006"
"Mochanin", "Bulgaria, USA, California, Sofia, San Jose", "2008"
"ModernFeed", "United States, CA, Los Angeles", "2009"
"Modis", "United States, NY, New York", "2007"
"Modis ", "United States, Florida, Boca Raton", "2008"
"Modis Consulting", "United States, New Hampshire, Merrimack", "2005"
"Modis IT", "United States, FL, Boca Raton (West Palm Beach County)", "2008"
"Monarch Recruitment", "United Kingdom, Oxford", "2009"
"Monash University", "Australia, Victoria, Melbourne", "2009"
"Monk Development, Inc.", "San Diego, CA", "2012"
"Monster", "United States, California, Los Angeles", "2005"
"MonsterTRAK", "United States, California, Los Angeles", "2005"
"Montana Interactive", "59601, MT, Helena", "2006"
"Montana Interactive, LLC", "United States, Montana, Helena", "2007"
"Montserrat Volcano Observatory", "St. Johns, Antigua", "2012"
"Moonfruit", "United Kingdom, London", "2007"
"Moonfruit.com", "United Kingdom, London, London", "2011"
"Moonlight BPO", "Bend Oregon", "2011"
"Morgan Hunter", "United States, MO, Kansas City", "2005"
"Morgan Stanley", "United States, NY, New York City - Downtown", "2013"
"Morgunblaðið", "Iceland, Reykjavik", "2007"
"Mortgage Desk, Inc.", "United States, IL, Chicago", "2006"
"Moss Search", "United States, IL, Chicago", "2004"
"Moss Search, LTD", "United States, IL, Chicago", "2006"
"Mount Recruitment Limited", "United Kingdom, Derbyshire", "2007"
"Mountain News", "United States, CA, Orinda", "2006"
"Mountain News Corp.", "United States, Ca, Orinda", "2010"
"Mountain News Corporation", "United States, CA, Orinda", "2007"
"Mountain News Corporation, Vail Resorts", "United States, CO, Broomfield", "2011"
"Move", "Los Angeles", "2012"
"Moving Interactive", "Undefined", "2013"
"Mozilla Corporation", "United States, CA, Mountain View", "2006"
"Mullangi Technologies", "India, Andhra Pradesh, Visakhapatnam", "2006"
"Mullangi Technologies Pvt. Ltd", "India, Andhra Pradesh, Visakhapatnam", "2007"
"Multi Service", "United States, Kansas, Overland Park", "2006"
"Multi Service ", "United States, KS, Overland Park", "2009"
"Multi Service Corp.", "United States, Kansas, Overland Park", "2006"
"Multi Service Corporation", "United States, Kansas, Overland Park", "2012"
"Multimap", "United Kingdom, London", "2006"
"Multimap.com", "Turkey, Istanbul", "2008"
"Multinational Bank", "Singapore, Singapore", "2008"
"Multiple Confidential Companies", "Greater Toronto Area", "2011"
"Multiply", "United States, Florida, Boca Raton", "2006"
"Multiply, Inc.", "United States, Florida, Boca Raton", "2011"
"Multiply.com", "United States, FL, Boca Raton", "2006"
"Musician's Friend, Inc.", "United States, Oregon, Medford", "2005"
"MyCity Networks", "United States, FL, Miami", "2002"
"MyGuides Ltd", "United Kingdom, London", "2007"
"MySQL", "United States, California, Cupertino", "2005"
"MySQL AB", "Sweden, Uppsala", "2005"
"MyTrip LLC", "Telecommute", "2006"
"N/A", "United States, WA, Seattle", "2011"
"NA", "MI, Novi", "2011"
"NAPC", "United States, ma, Waltham", "2004"
"NCCI", "Boca Raton, FL, UNITED STATES", "2013"
"NCsoft", "United States, Texas, Austin", "2009"
"NEC Europe Ltd", "United Kingdom, Acton, London", "2007"
"NEDSTAT", "The Netherlands, Amsterdam", "2005"
"NEOPOST Loop One", "United States, TX, austin", "2006"
"NET-A-PORTER", "United Kingdom, London", "2012"
"NET-A-PORTER ", "This role is based in our Head Office in W12.  ", "2011"
"NET-A-PORTER.COM", "UK , Londnon", "2009"
"NET-A-PORTER.COM ", "London ", "2010"
"NETPIXEL", "United States, NY, New York", "2006"
"NETbuilder", "Swindon, Wiltshire, UK", "2012"
"NEW YORK UNIVERSITY", "United States, NY, NEW YORK", "2006"
"NEWTEC", "BELGIUM, OOST VLAANDEREN, SINT NIKLAAS", "2006"
"NHBS Environment Bookstore", "United Kingdom, Devon, Totnes", "2005"
"NIH/SAIC-Frederick", "United States, Maryland, Frederick", "2006"
"NSA Search", "USA, CA, San Diego", "2007"
"NSK Inc. ", "MA, Boston", "2008"
"NSOMedia", "United States, Texas, Houston", "2008"
"NTA Monitor (M) Sdn Bhd", "Malaysia, Bukit Jalil, Kuala Lumpur", "2008"
"NTA Monitor Ltd", "United Kingdom, Kent, Rochester", "2009"
"NTA-Monitor", "United Kingdom, Kent, Rochester", "2005"
"NTT / Verio", "United States, FL, Boca Raton", "2005"
"NTT / Verio, Inc.", "United States, FL, Boca Raton", "2006"
"NTT America", "United States, TX, Dallas", "2011"
"NTT DATA", "Princeton, NJ, USA", "2012"
"NTT Europe", "United Kingdom, London / Cornwall, London / Cornwall", "2010"
"NTT Multimedia Communications Laboratories, Inc.", "United States, CA, Palo Alto", "2006"
"NTT/Verio", "United States, FL, Boca Raton", "2007"
"NUS Consulting", "Australia, NSW, Sydney", "2008"
"NVIDIA", "United States, CA, Santa Clara", "2010"
"NVIDIA GRAPHICS PVT LTD.", "Bangalore, Karnataka, India", "2013"
"NVIDIA Graphics Pvt Ltd", "India, Karnataka, Bangalore", "2012"
"NYC Human Resources Administration", "United States, NY, BROOKLYN", "2006"
"NYC Software firm", "New York, NY, USA", "2012"
"NYITRECRUIT", "United States, CT, Stamford", "2008"
"Naama Networks", "United States, NY, Brooklyn", "2010"
"Nami Media", "United States, CA, Los Angeles", "2012"
"Nando Media", "United States, NC, Raleigh", "2004"
"Napster", "United States, CA, Los Angeles & San Diego", "2009"
"National Adult Literacy Database Inc. (NALD)", "Canada, New Brunswick, Fredericton", "2007"
"National Auto Sport Association", "United States, CA, Richmond", "2007"
"National Fitness", "United States, UT, Layton", "2013"
"National Institue on Aging (NIH)", "United States, MD, Baltimore", "2009"
"National Institute on Aging (NIH)", "Baltimore, MD", "2011"
"National Public Radio", "United States, District of Columbia, Washington", "2006"
"Nature Publishing Group", "New York, NY", "2013"
"Navicom Inc.", "Canada, Ontario, Markham", "2003"
"Nayland Group", "United States, Maryland, Montgomery County", "2002"
"Nebtrex Distribution", "Australia, Queensland, Brisbane", "2008"
"Nedstat", "Netherlands, Noord Holland, Amsterdam", "2006"
"Neitzert", "Sweden, Västmaland, Västerås ", "2011"
"NeoNova Network Services", "United States, North Carolina, Raleigh/RTP", "2001"
"NeoReality, Inc.", "United States, FL, Fort Myers", "2007"
"Neohire.com", "Remote or Santa Monica, Ca", "2013"
"Nerds On Site", "Canada, Ontario, Toronto", "2007"
"Nesco Resource", "United States, CA, Campbell", "2005"
"Net Affinity", "Ireland, Dublin, Dublin", "2008"
"Net Affinity Limited", "Ireland, Dublin, Dublin", "2004"
"Net Natives", "United Kingdom, London", "2010"
"Net Stores", "United Kingdom, Newcastle upon Tyne", "2008"
"Net Stores Ltd", "UK, ", "2008"
"Net-A-Porter Group Ltd", "W12, London, United Kingdom", "2012"
"Net2Business, llc", "United States, Kansas, Overland Park", "2008"
"Net2Business,llc", "United States, Kansas, Overland Park", "2005"
"NetAPP ", "United States, NC, RTP", "2010"
"NetApp", "United States, NC, RTP", "2010"
"NetBanx Limited", "United Kingdom, Cambridge", "2008"
"NetBanx Ltd", "United Kingdom, Cambridgshire, Cambridge", "2007"
"NetCentral", "United States, TN, Nashville", "2007"
